date,value
2011-01-02,
2011-01-03,0.02571500248130305
2011-01-04,0.025866402325761127
2011-01-05,0.02533901820085834
2011-01-06,0.024818470021896487
2011-01-07,0.02474634567331853
2011-01-08,0.024692482961688574
2011-01-09,0.024638620250058623
2011-01-10,0.02458475753842867
2011-01-11,0.02452522979923516
2011-01-12,0.02432260307876135
2011-01-13,0.02424272386660609
2011-01-14,0.0243023534635988
2011-01-15,0.024387217462737948
2011-01-16,0.024472081461877095
2011-01-17,0.02455694546101624
2011-01-18,0.024588561008076184
2011-01-19,0.024509735957812865
2011-01-20,0.024708417957154505
2011-01-21,0.02493060021963901
2011-01-22,0.025237979008528692
2011-01-23,0.025545357797418372
2011-01-24,0.025466480793839154
2011-01-25,0.025596061127513666
2011-01-26,0.025560810972097284
2011-01-27,0.02557305742529098
2011-01-28,0.024823383518877442
2011-01-29,0.023923305871263303
2011-01-30,0.02302322822364917
2011-01-31,0.023092978274089064
2011-02-01,0.02314328289443868
2011-02-02,0.023141917380385846
2011-02-03,0.023106978257065525
2011-02-04,0.023045073520459893
2011-02-05,0.023189504504847292
2011-02-06,0.023333935489234688
2011-02-07,0.023478366473622087
2011-02-08,0.02339671894748025
2011-02-09,0.023534429819299558
2011-02-10,0.024202713389943394
2011-02-11,0.024116531572322693
2011-02-12,0.023964473709799875
2011-02-13,0.023812415847277058
2011-02-14,0.02451420346993323
2011-02-15,0.02486477627313689
2011-02-16,0.02490085612273
2011-02-17,0.024616016036418446
2011-02-18,0.024586406314534414
2011-02-19,0.024532206446833526
2011-02-20,0.024478006579132634
2011-02-21,0.024423806711431743
2011-02-22,0.024628510059806073
2011-02-23,0.024507905657059143
2011-02-24,0.025007253556367008
2011-02-25,0.025034074545945882
2011-02-26,0.025091567564694134
2011-02-27,0.025149060583442386
2011-02-28,0.025206553602190634
2011-03-01,0.02514290339623395
2011-03-02,0.02499320671550232
2011-03-03,0.024825036422255174
2011-03-04,0.024845597697690094
2011-03-05,0.02486273247505134
2011-03-06,0.024879867252412584
2011-03-07,0.024848388591854162
2011-03-08,0.02468922211747597
2011-03-09,0.024632900156192312
2011-03-10,0.024137350224522052
2011-03-11,0.02420101861834737
2011-03-12,0.024208083543568036
2011-03-13,0.0242151484687887
2011-03-14,0.024105514750792683
2011-03-15,0.024027697692099458
2011-03-16,0.024154858048623457
2011-03-17,0.02370990342757601
2011-03-18,0.023814880025409577
2011-03-19,0.023754059710870887
2011-03-20,0.023693239396332198
2011-03-21,0.023751846027988327
2011-03-22,0.023265663988160528
2011-03-23,0.02306659558193928
2011-03-24,0.022843170338070644
2011-03-25,0.02284835415681829
2011-03-26,0.02286672451224672
2011-03-27,0.022885094867675145
2011-03-28,0.022976522235787406
2011-03-29,0.022971590662241803
2011-03-30,0.023763764639622133
2011-03-31,0.023877260107023124
2011-04-01,0.02445032553946903
2011-04-02,0.025019546064557828
2011-04-03,0.02558876658964663
2011-04-04,0.02559942247257128
2011-04-05,0.025653066018649442
2011-04-06,0.025654939070782125
2011-04-07,0.02512234496068314
2011-04-08,0.025005935804649517
2011-04-09,0.02508138606091954
2011-04-10,0.025156836317189565
2011-04-11,0.02524320293379973
2011-04-12,0.02498103502406051
2011-04-13,0.025051155314838813
2011-04-14,0.025070164991928642
2011-04-15,0.025147565738257355
2011-04-16,0.025288058457687813
2011-04-17,0.025428551177118276
2011-04-18,0.025569043896548734
2011-04-19,0.025602560517541086
2011-04-20,0.025698031635686316
2011-04-21,0.025620963502660802
2011-04-22,0.025586278298160757
2011-04-23,0.025420418692947665
2011-04-24,0.025254559087734576
2011-04-25,0.025041512286068223
2011-04-26,0.02489390565381352
2011-04-27,0.024304620094496212
2011-04-28,0.02438388974424772
2011-04-29,0.024566529918527664
2011-04-30,0.024670319535278932
2011-05-01,0.024774109152030203
2011-05-02,0.02469026163747343
2011-05-03,0.024723215321911834
2011-05-04,0.02469974778176656
2011-05-05,0.024460152007693785
2011-05-06,0.024734769020941655
2011-05-07,0.025068518067443805
2011-05-08,0.025402267113945953
2011-05-09,0.025736016160448103
2011-05-10,0.025754068770612943
2011-05-11,0.025642711495974923
2011-05-12,0.02554714410048015
2011-05-13,0.0251724738642934
2011-05-14,0.02528094365131403
2011-05-15,0.02538941343833466
2011-05-16,0.025497883225355285
2011-05-17,0.02554882777693052
2011-05-18,0.025685283529433167
2011-05-19,0.02576607805487841
2011-05-20,0.028250063884182545
2011-05-21,0.02808267176766514
2011-05-22,0.027915279651147738
2011-05-23,0.027591838937858566
2011-05-24,0.0274717979294891
2011-05-25,0.02754350851710283
2011-05-26,0.02751898063289212
2011-05-27,0.02755110269569353
2011-05-28,0.027436659453397454
2011-05-29,0.027322216211101376
2011-05-30,0.027207772968805295
2011-05-31,0.027056678653771742
2011-06-01,0.02682979614822489
2011-06-02,0.02826883868665332
2011-06-03,0.030140381303622926
2011-06-04,0.03003457896526742
2011-06-05,0.029928776626911912
2011-06-06,0.029929484356509738
2011-06-07,0.029886540980528477
2011-06-08,0.02975636512594114
2011-06-09,0.02977155730047578
2011-06-10,0.029757266546510137
2011-06-11,0.029391564099517778
2011-06-12,0.02902586165252542
2011-06-13,0.02866015920553306
2011-06-14,0.02860565948680966
2011-06-15,0.028605893363261362
2011-06-16,0.028631958851147516
2011-06-17,0.028661337109383546
2011-06-18,0.02882097738794305
2011-06-19,0.028980617666502555
2011-06-20,0.029060785252659604
2011-06-21,0.03925886905209498
2011-06-22,0.03913724000874728
2011-06-23,0.03912323521205714
2011-06-24,0.039252591099827636
2011-06-25,0.03942620730621821
