date,sqft_backlog_rolling_year
2011-12-01,19664.562231759657
2011-12-02,19589.875536480686
2011-12-03,19359.935344827587
2011-12-04,19359.935344827587
2011-12-05,19301.978540772532
2011-12-06,19502.811158798282
2011-12-07,19900.61802575107
2011-12-08,20638.643776824036
2011-12-09,20666.18025751073
2011-12-10,20721.512931034482
2011-12-11,20721.512931034482
2011-12-12,20641.278969957082
2011-12-13,20641.30042918455
2011-12-14,20645.587982832618
2011-12-15,20666.07296137339
2011-12-16,20692.38197424893
2011-12-17,20779.23275862069
2011-12-18,20779.23275862069
2011-12-19,20723.450643776825
2011-12-20,20846.695278969957
2011-12-21,20867.429184549357
2011-12-22,20897.283261802575
2011-12-23,20909.03433476395
2011-12-24,20909.03433476395
2011-12-25,20909.03433476395
2011-12-26,20909.03433476395
2011-12-27,20909.03433476395
2011-12-28,19182.87982832618
2011-12-29,19023.231759656654
2011-12-30,18981.51282051282
2011-12-31,18981.51282051282
2012-01-01,18981.51282051282
2012-01-02,18981.51282051282
2012-01-03,18713.047008547008
2012-01-04,18661.8547008547
2012-01-05,18702.858974358973
2012-01-06,18746.871794871793
2012-01-07,17477.21459227468
2012-01-08,17477.21459227468
2012-01-09,17416.363247863246
2012-01-10,17378.004273504273
2012-01-11,17378.21794871795
2012-01-12,17392.606837606836
2012-01-13,17425.128205128207
2012-01-14,17437.695278969957
2012-01-15,17437.695278969957
2012-01-16,17437.695278969957
2012-01-17,17437.695278969957
2012-01-18,17432.935344827587
2012-01-19,17452.26724137931
2012-01-20,17453.21120689655
2012-01-21,17473.12987012987
2012-01-22,17473.12987012987
2012-01-23,17399.14224137931
2012-01-24,17377.353448275862
2012-01-25,18379.939655172413
2012-01-26,18301.21551724138
2012-01-27,18332.724137931036
2012-01-28,18406.536796536795
2012-01-29,18406.536796536795
2012-01-30,18336.05172413793
2012-01-31,18355.422413793105
2012-02-01,18258.32327586207
2012-02-02,18274.39224137931
2012-02-03,18277.577586206895
2012-02-04,18346.848484848484
2012-02-05,18346.848484848484
2012-02-06,18346.848484848484
2012-02-07,18348.822510822512
2012-02-08,18367.604347826087
2012-02-09,18321.341991341993
2012-02-10,18271.502164502166
2012-02-11,18286.71304347826
2012-02-12,18286.71304347826
2012-02-13,18286.71304347826
2012-02-14,18234.65367965368
2012-02-15,18322.722943722943
2012-02-16,17975.21212121212
2012-02-17,18030.52380952381
2012-02-18,18094.039130434783
2012-02-19,18094.039130434783
2012-02-20,18094.039130434783
2012-02-21,18056.848484848484
2012-02-22,18065.91341991342
2012-02-23,18185.81818181818
2012-02-24,18460.722943722943
2012-02-25,18526.27391304348
2012-02-26,18526.27391304348
2012-02-27,18450.402597402597
2012-02-28,18457.766233766233
2012-02-29,18629.329004329004
2012-03-01,18982.329004329004
2012-03-02,19498.415584415583
2012-03-03,19539.53043478261
2012-03-04,19539.53043478261
2012-03-05,19953.316017316018
2012-03-06,19968.242424242424
2012-03-07,19969.1645021645
2012-03-08,20011.04329004329
2012-03-09,20316.134199134198
2012-03-10,20334.00434782609
2012-03-11,20334.00434782609
2012-03-12,20273.861471861474
2012-03-13,20334.463203463205
2012-03-14,20511.982683982686
2012-03-15,20626.454545454544
2012-03-16,20685.839826839827
2012-03-17,20717.508695652174
2012-03-18,20717.508695652174
2012-03-19,20647.709956709958
2012-03-20,20600.272727272728
2012-03-21,20586.48051948052
2012-03-22,20584.233766233767
2012-03-23,20682.069264069265
2012-03-24,20760.765217391305
2012-03-25,20760.765217391305
2012-03-26,20692.21212121212
2012-03-27,20720.74891774892
2012-03-28,20724.766233766233
2012-03-29,21049.536796536795
2012-03-30,21063.8354978355
2012-03-31,21080.891304347828
2012-04-01,21080.891304347828
2012-04-02,21345.203463203463
2012-04-03,23981.4329004329
2012-04-04,23984.22943722944
2012-04-05,23998.974025974025
2012-04-06,24014.160173160173
2012-04-07,24117.52608695652
2012-04-08,24117.52608695652
2012-04-09,24015.415584415583
2012-04-10,23965.969827586207
2012-04-11,23756.478448275862
2012-04-12,23812.969827586207
2012-04-13,23797.693965517243
2012-04-14,23895.0
2012-04-15,23895.0
2012-04-16,23896.556034482757
2012-04-17,23951.15948275862
2012-04-18,24010.780172413793
2012-04-19,24021.905172413793
2012-04-20,24249.831896551725
2012-04-21,24348.35497835498
2012-04-22,24348.35497835498
2012-04-23,24348.35497835498
2012-04-24,24373.709956709958
2012-04-25,25046.632034632035
2012-04-26,25577.85714285714
2012-04-27,25654.753246753247
2012-04-28,25587.008695652174
2012-04-29,25587.008695652174
2012-04-30,25477.194805194806
2012-05-01,25379.883116883117
2012-05-02,25598.96103896104
2012-05-03,25597.978354978353
2012-05-04,25690.372294372293
2012-05-05,25783.543478260868
2012-05-06,25783.543478260868
2012-05-07,25675.79220779221
2012-05-08,25575.40301724138
2012-05-09,25640.157327586207
2012-05-10,25678.42025862069
2012-05-11,25680.174568965518
2012-05-12,25783.638528138526
2012-05-13,25783.638528138526
2012-05-14,26251.967672413793
2012-05-15,26168.637339055793
2012-05-16,26166.491416309014
2012-05-17,26124.950643776825
2012-05-18,25810.671673819743
2012-05-19,25915.105603448275
2012-05-20,25915.105603448275
2012-05-21,25846.821888412018
2012-05-22,25888.311158798282
2012-05-23,26085.22532188841
2012-05-24,26267.542918454936
2012-05-25,26413.946351931332
2012-05-26,26520.657327586207
2012-05-27,26520.657327586207
2012-05-28,26520.657327586207
2012-05-29,26412.41416309013
2012-05-30,26524.42703862661
2012-05-31,26302.34120171674
2012-06-01,27230.6330472103
2012-06-02,27292.928879310344
2012-06-03,27292.928879310344
2012-06-04,27406.05844155844
2012-06-05,27384.35714285714
2012-06-06,27393.616883116883
2012-06-07,27433.28787878788
2012-06-08,26717.361471861474
2012-06-09,26734.815217391304
2012-06-10,26734.815217391304
2012-06-11,26734.815217391304
2012-06-12,26632.35714285714
2012-06-13,26064.84632034632
2012-06-14,26126.015151515152
2012-06-15,26141.616883116883
2012-06-16,26251.267391304347
2012-06-17,26251.267391304347
2012-06-18,26148.880952380954
2012-06-19,26248.647186147187
2012-06-20,26056.015151515152
2012-06-21,26053.054112554113
2012-06-22,26095.738095238095
2012-06-23,26169.671739130434
2012-06-24,26169.671739130434
2012-06-25,26057.422077922078
2012-06-26,26185.136363636364
2012-06-27,26161.036796536795
2012-06-28,26170.833333333332
2012-06-29,26392.5
2012-06-30,26414.75
2012-07-01,26414.75
2012-07-02,26381.422077922078
2012-07-03,26293.200431034482
2012-07-04,26400.18831168831
2012-07-05,26660.647186147187
2012-07-06,26704.175324675325
2012-07-07,26620.397826086955
2012-07-08,26620.397826086955
2012-07-09,26521.46103896104
2012-07-10,26470.006493506495
2012-07-11,26534.915584415583
2012-07-12,26489.88577586207
2012-07-13,26539.700431034482
2012-07-14,26625.89393939394
2012-07-15,26625.89393939394
2012-07-16,26625.89393939394
2012-07-17,26521.902597402597
2012-07-18,26545.41774891775
2012-07-19,26557.777056277057
2012-07-20,26529.841991341993
2012-07-21,26591.971739130433
2012-07-22,26591.971739130433
2012-07-23,26478.378787878788
2012-07-24,26564.170995670996
2012-07-25,26524.569264069265
2012-07-26,26479.62987012987
2012-07-27,26564.29220779221
2012-07-28,26473.97608695652
2012-07-29,26473.97608695652
2012-07-30,26362.703463203463
2012-07-31,26392.054112554113
2012-08-01,26258.733766233767
2012-08-02,26085.296536796537
2012-08-03,26054.054112554113
2012-08-04,26120.454347826086
2012-08-05,26120.454347826086
2012-08-06,26120.454347826086
2012-08-07,26174.03695652174
2012-08-08,26169.871739130434
2012-08-09,26102.13260869565
2012-08-10,26182.345652173914
2012-08-11,26282.430131004367
2012-08-12,26282.430131004367
2012-08-13,26175.515217391305
2012-08-14,26109.859307359307
2012-08-15,26099.880952380954
2012-08-16,26109.309523809523
2012-08-17,26256.127705627707
2012-08-18,26335.684782608696
2012-08-19,26335.684782608696
2012-08-20,26335.684782608696
2012-08-21,26285.833333333332
2012-08-22,25508.906926406926
2012-08-23,25496.603896103898
2012-08-24,25543.361471861474
2012-08-25,25642.202173913043
2012-08-26,25642.202173913043
2012-08-27,25610.3354978355
2012-08-28,25519.407327586207
2012-08-29,25517.325431034482
2012-08-30,25552.52370689655
2012-08-31,25560.20474137931
2012-09-01,25623.816017316018
2012-09-02,25623.816017316018
2012-09-03,25623.816017316018
2012-09-04,25623.816017316018
2012-09-05,25603.68181818182
2012-09-06,25595.530303030304
2012-09-07,25774.742424242424
2012-09-08,25686.271739130436
2012-09-09,25686.271739130436
2012-09-10,25709.989177489177
2012-09-11,25741.183982683982
2012-09-12,25741.58225108225
2012-09-13,25781.984848484848
2012-09-14,25719.300865800866
2012-09-15,25749.00652173913
2012-09-16,25749.00652173913
2012-09-17,25646.214285714286
2012-09-18,25633.433189655174
2012-09-19,25638.459051724138
2012-09-20,25815.63577586207
2012-09-21,25563.32974137931
2012-09-22,25631.0670995671
2012-09-23,25631.0670995671
2012-09-24,26009.299568965518
2012-09-25,26322.98922413793
2012-09-26,26332.605603448275
2012-09-27,26267.5625
2012-09-28,26402.372844827587
2012-09-29,26502.824675324675
2012-09-30,26502.824675324675
2012-10-01,26446.256465517243
2012-10-02,26991.057939914164
2012-10-03,26985.495708154507
2012-10-04,26970.251072961375
2012-10-05,27042.74034334764
2012-10-06,27128.450431034482
2012-10-07,27128.450431034482
2012-10-08,27128.450431034482
2012-10-09,27051.045064377682
2012-10-10,27260.251072961375
2012-10-11,27213.783261802575
2012-10-12,27251.083690987125
2012-10-13,27187.316810344826
2012-10-14,27187.316810344826
2012-10-15,27077.405579399143
2012-10-16,27185.00643776824
2012-10-17,27090.731759656654
2012-10-18,27082.748927038625
2012-10-19,27089.877682403432
2012-10-20,27107.303879310344
2012-10-21,27107.303879310344
2012-10-22,27107.303879310344
2012-10-23,27129.316810344826
2012-10-24,27153.61422413793
2012-10-25,27186.5625
2012-10-26,27265.57974137931
2012-10-27,27346.088744588746
2012-10-28,27346.088744588746
2012-10-29,27229.252155172413
2012-10-30,27860.808189655174
2012-10-31,27986.674568965518
2012-11-01,28061.47629310345
2012-11-02,28449.52801724138
2012-11-03,28489.525974025975
2012-11-04,28489.525974025975
2012-11-05,28489.525974025975
2012-11-06,28992.435064935064
2012-11-07,29100.404761904763
2012-11-08,28972.227272727272
2012-11-09,28826.71212121212
2012-11-10,28826.71212121212
2012-11-11,28826.71212121212
2012-11-12,28826.71212121212
2012-11-13,28797.316810344826
2012-11-14,28797.933189655174
2012-11-15,28806.558189655174
2012-11-16,28833.238197424893
2012-11-17,28850.368534482757
2012-11-18,28850.368534482757
2012-11-19,28850.368534482757
2012-11-20,29101.24678111588
2012-11-21,29012.959401709402
2012-11-22,28461.41416309013
2012-11-23,28461.41416309013
2012-11-24,28461.41416309013
2012-11-25,28461.41416309013
2012-11-26,28432.23717948718
2012-11-27,28414.694444444445
2012-11-28,28436.587606837606
2012-11-29,28486.702991452992
2012-11-30,28590.497863247863
2012-12-01,28667.81330472103
2012-12-02,28667.81330472103
2012-12-03,28589.583333333332
2012-12-04,29151.344017094016
2012-12-05,28949.318376068375
2012-12-06,28873.472222222223
2012-12-07,28197.583333333332
2012-12-08,28171.425213675215
2012-12-09,28171.425213675215
2012-12-10,28058.746808510637
2012-12-11,28087.93829787234
2012-12-12,28095.46595744681
2012-12-13,28067.763829787233
2012-12-14,28198.23191489362
2012-12-15,28284.741452991453
2012-12-16,28284.741452991453
2012-12-17,28164.959574468085
2012-12-18,28342.725531914894
2012-12-19,28261.427659574467
2012-12-20,28255.712765957447
2012-12-21,28544.627659574468
2012-12-22,28653.096153846152
2012-12-23,28653.096153846152
2012-12-24,28532.487234042554
2012-12-25,28532.487234042554
2012-12-26,28489.383474576272
2012-12-27,28561.65319148936
2012-12-28,28589.168085106383
2012-12-29,28671.767094017094
2012-12-30,28671.767094017094
2012-12-31,28671.767094017094
2013-01-01,28671.767094017094
2013-01-02,28691.720085470086
2013-01-03,28724.27564102564
2013-01-04,29060.527777777777
2013-01-05,29113.877682403432
2013-01-06,29113.877682403432
2013-01-07,29000.113247863246
2013-01-08,28988.583333333332
2013-01-09,29020.12606837607
2013-01-10,29047.014957264957
2013-01-11,29085.002136752137
2013-01-12,29160.946351931332
2013-01-13,29160.946351931332
2013-01-14,29037.45512820513
2013-01-15,28994.159574468085
2013-01-16,28898.112288135595
2013-01-17,28780.32700421941
2013-01-18,28860.786919831222
2013-01-19,28952.879237288136
2013-01-20,28835.474683544304
2013-01-21,28835.474683544304
2013-01-22,28851.305907172995
2013-01-23,29072.727848101265
2013-01-24,28509.70253164557
2013-01-25,28513.934599156117
2013-01-26,28600.52754237288
2013-01-27,28600.52754237288
2013-01-28,28568.732067510547
2013-01-29,28623.21729957806
2013-01-30,28637.221518987342
2013-01-31,28677.58860759494
2013-02-01,28695.92194092827
2013-02-02,28687.685654008437
2013-02-03,28687.685654008437
2013-02-04,28582.611344537814
2013-02-05,28535.253138075313
2013-02-06,28564.993723849373
2013-02-07,28504.79375
2013-02-08,28570.939583333333
2013-02-09,28674.1820083682
2013-02-10,28674.1820083682
2013-02-11,28786.59375
2013-02-12,28688.54979253112
2013-02-13,28666.811203319503
2013-02-14,28550.383817427384
2013-02-15,28592.35062240664
2013-02-16,28546.747916666667
2013-02-17,28546.747916666667
2013-02-18,28546.747916666667
2013-02-19,28544.047717842324
2013-02-20,28623.385416666668
2013-02-21,28563.552083333332
2013-02-22,28423.177083333332
2013-02-23,28248.47489539749
2013-02-24,28248.47489539749
2013-02-25,28610.414583333335
2013-02-26,28691.739583333332
2013-02-27,28700.052083333332
2013-02-28,29117.189583333333
2013-03-01,28761.802083333332
2013-03-02,28221.952083333334
2013-03-03,28221.952083333334
2013-03-04,28221.952083333334
2013-03-05,27746.127083333333
2013-03-06,27762.185416666667
2013-03-07,29314.08125
2013-03-08,29319.260416666668
2013-03-09,29108.47489539749
2013-03-10,29108.47489539749
2013-03-11,29108.47489539749
2013-03-12,29196.491631799163
2013-03-13,29153.583682008368
2013-03-14,29061.767782426778
2013-03-15,28990.989539748953
2013-03-16,29051.817226890755
2013-03-17,29051.817226890755
2013-03-18,28931.53347280335
2013-03-19,29020.495815899583
2013-03-20,29121.31589958159
2013-03-21,29134.03138075314
2013-03-22,29765.721757322175
2013-03-23,29736.14075630252
2013-03-24,29736.14075630252
2013-03-25,30265.809623430963
2013-03-26,30247.713389121338
2013-03-27,30211.198744769874
2013-03-28,30419.069037656904
2013-03-29,30219.33682008368
2013-03-30,30287.21638655462
2013-03-31,30287.21638655462
2013-04-01,30525.62970711297
2013-04-02,30204.119246861923
2013-04-03,28159.76359832636
2013-04-04,28917.324267782427
2013-04-05,28916.83472803347
2013-04-06,28976.590336134454
2013-04-07,28976.590336134454
2013-04-08,28976.590336134454
2013-04-09,29263.670168067227
2013-04-10,29213.3256302521
2013-04-11,29328.529411764706
2013-04-12,29443.449579831933
2013-04-13,29531.978902953586
2013-04-14,29531.978902953586
2013-04-15,29408.76050420168
2013-04-16,29530.40336134454
2013-04-17,30025.59663865546
2013-04-18,29947.121848739494
2013-04-19,30182.210084033613
2013-04-20,30069.510548523205
2013-04-21,30069.510548523205
2013-04-22,30069.510548523205
2013-04-23,30064.071428571428
2013-04-24,30046.949579831933
2013-04-25,29439.886554621848
2013-04-26,28948.201680672268
2013-04-27,28992.79746835443
2013-04-28,28992.79746835443
2013-04-29,28885.894957983193
2013-04-30,29011.655462184874
2013-05-01,29152.504201680673
2013-05-02,28962.01260504202
2013-05-03,29034.121848739494
2013-05-04,28939.865546218487
2013-05-05,28939.865546218487
2013-05-06,28821.79079497908
2013-05-07,28846.31380753138
2013-05-08,28894.010460251047
2013-05-09,28910.44560669456
2013-05-10,28902.20711297071
2013-05-11,28979.128151260506
2013-05-12,28979.128151260506
2013-05-13,28868.884937238494
2013-05-14,28600.0230125523
2013-05-15,28793.21129707113
2013-05-16,28972.324267782427
2013-05-17,29132.529288702928
2013-05-18,28876.66176470588
2013-05-19,28876.66176470588
2013-05-20,28876.66176470588
2013-05-21,28928.909663865546
2013-05-22,28986.754201680673
2013-05-23,28872.23739495798
2013-05-24,29598.060924369747
2013-05-25,29498.59282700422
2013-05-26,29498.59282700422
2013-05-27,29498.59282700422
2013-05-28,29471.409663865546
2013-05-29,29544.25
2013-05-30,29501.334033613446
2013-05-31,29510.724789915967
2013-06-01,28657.99789029536
2013-06-02,28657.99789029536
2013-06-03,28558.863445378152
2013-06-04,28534.642259414228
2013-06-05,28600.53347280335
2013-06-06,28790.47238493724
2013-06-07,28812.263179916317
2013-06-08,28821.84411764706
2013-06-09,28821.84411764706
2013-06-10,28821.84411764706
2013-06-11,28810.815481171547
2013-06-12,28911.43891213389
2013-06-13,28901.02887029289
2013-06-14,28903.47238493724
2013-06-15,29005.34411764706
2013-06-16,29005.34411764706
2013-06-17,28933.999581589957
2013-06-18,29010.250627615063
2013-06-19,28881.949372384937
2013-06-20,28831.30920502092
2013-06-21,28862.430543933053
2013-06-22,28787.6230125523
2013-06-23,28669.007916666666
2013-06-24,28560.0867219917
2013-06-25,30659.0244813278
2013-06-26,30802.891701244815
2013-06-27,30917.277593360996
2013-06-28,31909.94979253112
2013-06-29,31435.074583333335
2013-06-30,31435.074583333335
2013-07-01,31350.821161825726
2013-07-02,31425.617842323652
2013-07-03,31554.858506224067
2013-07-04,31554.858506224067
2013-07-05,31323.302489626556
2013-07-06,31410.170416666668
2013-07-07,31410.170416666668
2013-07-08,31289.435269709542
2013-07-09,31293.92074688797
2013-07-10,31426.31908713693
2013-07-11,31382.895850622408
2013-07-12,31405.688381742737
2013-07-13,31484.549583333333
2013-07-14,31366.364730290457
2013-07-15,31366.364730290457
2013-07-16,31306.739256198347
2013-07-17,31297.49132231405
2013-07-18,31252.111157024792
2013-07-19,31238.321900826446
2013-07-20,31205.218595041322
2013-07-21,31078.31646090535
2013-07-22,30968.00368852459
2013-07-23,31001.040573770493
2013-07-24,30923.036475409837
2013-07-25,30924.94631147541
2013-07-26,30832.737295081966
2013-07-27,30718.975
2013-07-28,30600.22
2013-07-29,30600.22
2013-07-30,30714.811836734694
2013-07-31,30730.77918367347
2013-08-01,30866.709795918367
2013-08-02,30856.652653061225
2013-08-03,30912.31926229508
2013-08-04,30912.31926229508
2013-08-05,31193.82
2013-08-06,31088.733333333334
2013-08-07,31096.89593495935
2013-08-08,31132.989430894308
2013-08-09,31310.11951219512
2013-08-10,31361.18530612245
2013-08-11,31361.18530612245
2013-08-12,31253.822764227643
2013-08-13,31274.054471544714
2013-08-14,31298.21707317073
2013-08-15,31357.469105691056
2013-08-16,31335.822764227643
2013-08-17,31142.41219512195
2013-08-18,31142.41219512195
2013-08-19,31142.41219512195
2013-08-20,31090.21214574899
2013-08-21,31072.353846153845
2013-08-22,31071.082591093116
2013-08-23,31118.928744939272
2013-08-24,31048.110931174087
2013-08-25,31048.110931174087
2013-08-26,31048.110931174087
2013-08-27,31074.815384615384
2013-08-28,31104.341700404857
2013-08-29,31638.985425101215
2013-08-30,31644.353846153845
2013-08-31,31717.257723577237
2013-09-01,31717.257723577237
2013-09-02,31717.257723577237
2013-09-03,31609.536032388663
2013-09-04,31603.33629032258
2013-09-05,31641.509677419355
2013-09-06,31600.497580645162
2013-09-07,31432.96935483871
2013-09-08,31432.96935483871
2013-09-09,31307.455421686747
2013-09-10,31377.326907630522
2013-09-11,31370.077911646586
2013-09-12,31467.03373493976
2013-09-13,31429.6281124498
2013-09-14,31523.062096774192
2013-09-15,31523.062096774192
2013-09-16,31399.122088353415
2013-09-17,31893.583935742972
2013-09-18,32007.36706827309
2013-09-19,32043.62409638554
2013-09-20,31909.612048192772
2013-09-21,31944.090322580647
2013-09-22,31944.090322580647
2013-09-23,31887.041767068273
2013-09-24,31475.69236947791
2013-09-25,31186.499598393573
2013-09-26,31214.19437751004
2013-09-27,31225.973493975904
2013-09-28,31200.900806451613
2013-09-29,31200.900806451613
2013-09-30,31077.037751004016
2013-10-01,31026.636144578315
2013-10-02,30512.780722891566
2013-10-03,30604.009638554217
2013-10-04,30618.266666666666
2013-10-05,30649.662903225806
2013-10-06,30649.662903225806
2013-10-07,30770.10200803213
2013-10-08,30701.2736
2013-10-09,30753.1976
2013-10-10,30112.4896
2013-10-11,30083.2736
2013-10-12,30153.230522088354
2013-10-13,30153.230522088354
2013-10-14,30045.2696
2013-10-15,31390.1976
2013-10-16,31308.0856
2013-10-17,31348.2536
2013-10-18,31512.8776
2013-10-19,31543.648192771085
2013-10-20,31543.648192771085
2013-10-21,31440.2656
2013-10-22,31422.666932270917
2013-10-23,31446.01354581673
2013-10-24,32231.077290836653
2013-10-25,32206.798406374503
2013-10-26,32251.9456
2013-10-27,32251.9456
2013-10-28,32251.9456
2013-10-29,32348.2856
2013-10-30,32142.5176
2013-10-31,32021.6296
2013-11-01,32038.5496
2013-11-02,31800.72048192771
2013-11-03,31800.72048192771
2013-11-04,31800.72048192771
2013-11-05,31785.6176
2013-11-06,32017.0656
2013-11-07,32179.5296
2013-11-08,32153.4816
2013-11-09,32272.122088353415
2013-11-10,32272.122088353415
2013-11-11,32272.122088353415
2013-11-12,32205.6416
2013-11-13,32477.8376
2013-11-14,32487.2256
2013-11-15,32471.7696
2013-11-16,32461.523694779116
2013-11-17,32461.523694779116
2013-11-18,32461.523694779116
2013-11-19,32689.9936
2013-11-20,34425.6416
2013-11-21,34426.2176
2013-11-22,34298.129083665335
2013-11-23,34298.129083665335
2013-11-24,34298.129083665335
2013-11-25,34164.2
2013-11-26,34107.02142857143
2013-11-27,34141.83492063492
2013-11-28,34228.571314741035
2013-11-29,34286.6016
2013-11-30,34325.72851405622
2013-12-01,34325.72851405622
2013-12-02,34325.72851405622
2013-12-03,34340.76064257028
2013-12-04,33821.5718875502
2013-12-05,33835.5156626506
2013-12-06,33561.190361445784
2013-12-07,33634.01370967742
2013-12-08,33758.195951417
2013-12-09,33626.09032258065
2013-12-10,33655.62661290322
2013-12-11,33675.55
2013-12-12,34008.21935483871
2013-12-13,34278.925
2013-12-14,34266.87206477733
2013-12-15,34266.87206477733
2013-12-16,34799.24758064516
2013-12-17,34871.88064516129
2013-12-18,34708.860483870965
2013-12-19,34695.47741935484
2013-12-20,34890.50564516129
2013-12-21,34706.163562753034
2013-12-22,34706.163562753034
2013-12-23,34706.163562753034
2013-12-24,34886.3052631579
2013-12-25,34886.3052631579
2013-12-26,34880.365991902836
2013-12-27,34783.70322580645
2013-12-28,34806.034008097165
2013-12-29,34806.034008097165
2013-12-30,34806.034008097165
2013-12-31,34820.27983870968
2014-01-01,34820.27983870968
2014-01-02,34761.81612903226
2014-01-03,34715.295967741935
2014-01-04,34479.85991902834
2014-01-05,34479.85991902834
2014-01-06,34479.85991902834
2014-01-07,34503.75060728745
2014-01-08,34534.944939271256
2014-01-09,34560.18785425101
2014-01-10,34761.18785425101
2014-01-11,34850.34715447154
2014-01-12,34850.34715447154
2014-01-13,34710.434817813766
2014-01-14,34780.5967611336
2014-01-15,34775.53603238866
2014-01-16,34831.94898785425
2014-01-17,34872.0987854251
2014-01-18,34766.2
2014-01-19,34766.2
2014-01-20,34902.940650406505
2014-01-21,34792.13522267206
2014-01-22,35013.55222672065
2014-01-23,34828.876113360326
2014-01-24,34500.77085020243
2014-01-25,34635.371544715446
2014-01-26,34635.371544715446
2014-01-27,34635.371544715446
2014-01-28,34642.18861788618
2014-01-29,34617.82276422764
2014-01-30,34642.3593495935
2014-01-31,34692.52195121951
2014-02-01,34794.29959183674
2014-02-02,34933.98524590164
2014-02-03,34798.11183673469
2014-02-04,34939.76081632653
2014-02-05,35237.54857142857
2014-02-06,35261.61387755102
2014-02-07,35348.27213114754
2014-02-08,35396.8
2014-02-09,35396.8
2014-02-10,35295.411475409834
2014-02-11,35165.41557377049
2014-02-12,35183.36639344262
2014-02-13,35226.587704918034
2014-02-14,35234.57131147541
2014-02-15,35300.71358024691
2014-02-16,35300.71358024691
2014-02-17,35300.71358024691
2014-02-18,35243.98524590164
2014-02-19,35141.51393442623
2014-02-20,35203.62612244898
2014-02-21,35728.115918367344
2014-02-22,35715.826122448976
2014-02-23,35715.826122448976
2014-02-24,35577.87967479675
2014-02-25,35131.318699186995
2014-02-26,35095.10325203252
2014-02-27,35133.04227642276
2014-02-28,34565.01788617886
2014-03-01,34654.507755102044
2014-03-02,34783.35
2014-03-03,34642.6506122449
2014-03-04,34550.16016260163
2014-03-05,34613.55853658537
2014-03-06,34637.424390243905
2014-03-07,33140.566666666666
2014-03-08,33224.31183673469
2014-03-09,33224.31183673469
2014-03-10,33224.31183673469
2014-03-11,33119.71300813008
2014-03-12,34540.26991869919
2014-03-13,34598.013821138215
2014-03-14,34641.54227642276
2014-03-15,34728.450612244895
2014-03-16,34728.450612244895
2014-03-17,34728.450612244895
2014-03-18,34975.39755102041
2014-03-19,34961.63020408163
2014-03-20,34985.70775510204
2014-03-21,35001.168979591836
2014-03-22,34377.68326530612
2014-03-23,34377.68326530612
2014-03-24,34240.92845528455
2014-03-25,33628.11544715447
2014-03-26,33744.152032520324
2014-03-27,33786.066666666666
2014-03-28,33617.062601626014
2014-03-29,33636.9118367347
2014-03-30,33636.9118367347
2014-03-31,33532.76585365854
2014-04-01,33210.473170731704
2014-04-02,33249.68048780488
2014-04-03,32760.647967479676
2014-04-04,32014.944715447153
2014-04-05,32111.69551020408
2014-04-06,32111.69551020408
2014-04-07,31992.9
2014-04-08,31884.876113360326
2014-04-09,31703.216194331984
2014-04-10,31758.252631578947
2014-04-11,32314.39230769231
2014-04-12,32272.487398373985
2014-04-13,32272.487398373985
2014-04-14,32177.594736842104
2014-04-15,33542.42469635628
2014-04-16,33344.67975708502
2014-04-17,32862.65546558704
2014-04-18,33696.934817813766
2014-04-19,33569.280081300814
2014-04-20,33569.280081300814
2014-04-21,33433.8012145749
2014-04-22,33328.58427419355
2014-04-23,33302.56411290322
2014-04-24,33489.62459677419
2014-04-25,33439.20927419355
2014-04-26,33362.725403225806
2014-04-27,33362.725403225806
2014-04-28,33278.78674698795
2014-04-29,33374.73052208835
2014-04-30,33285.39317269076
2014-05-01,33234.05983935743
2014-05-02,33270.41325301205
2014-05-03,33312.725403225806
2014-05-04,33444.12914979757
2014-05-05,33349.306048387094
2014-05-06,33397.7375
2014-05-07,33447.68911290322
2014-05-08,33445.366532258064
2014-05-09,33375.44314516129
2014-05-10,33319.100403225806
2014-05-11,33319.100403225806
2014-05-12,33202.32891566265
2014-05-13,34775.28473895582
2014-05-14,34599.377108433735
2014-05-15,34604.91124497992
2014-05-16,34458.810843373496
2014-05-17,34281.838955823296
2014-05-18,34281.838955823296
2014-05-19,34198.2876
2014-05-20,34176.226693227094
2014-05-21,34159.314342629485
2014-05-22,34094.76852589641
2014-05-23,34092.378087649406
2014-05-24,33231.47370517928
2014-05-25,33231.47370517928
2014-05-26,33231.47370517928
2014-05-27,33114.43214285714
2014-05-28,33077.76547619048
2014-05-29,33035.35277777778
2014-05-30,33043.948015873015
2014-05-31,33133.230677290834
2014-06-01,33133.230677290834
2014-06-02,33068.69007936508
2014-06-03,33091.559126984124
2014-06-04,34176.07896825397
2014-06-05,34183.32103174603
2014-06-06,34063.47023809524
2014-06-07,33981.56547619047
2014-06-08,33981.56547619047
2014-06-09,34216.482213438736
2014-06-10,34203.85826771653
2014-06-11,34208.02362204724
2014-06-12,34158.74409448819
2014-06-13,34304.88582677166
2014-06-14,34365.10671936759
2014-06-15,34365.10671936759
2014-06-16,34254.566929133856
2014-06-17,34261.95669291339
2014-06-18,34229.75196850394
2014-06-19,34251.188976377955
2014-06-20,34313.82283464567
2014-06-21,34394.11067193676
2014-06-22,34528.86507936508
2014-06-23,36517.031746031746
2014-06-24,36569.15873015873
2014-06-25,34746.96428571428
2014-06-26,34666.444444444445
2014-06-27,35037.29761904762
