,date,type,value
458,2011-11-18,Accessory Dwelling Unit,144.13698630136986
459,2011-11-21,Accessory Dwelling Unit,144.13698630136986
460,2011-11-22,Accessory Dwelling Unit,144.13698630136986
461,2011-11-23,Accessory Dwelling Unit,145.5150684931507
462,2011-11-28,Accessory Dwelling Unit,145.5150684931507
463,2011-11-29,Accessory Dwelling Unit,145.5150684931507
464,2011-11-30,Accessory Dwelling Unit,145.5150684931507
465,2011-12-01,Accessory Dwelling Unit,145.5150684931507
466,2011-12-02,Accessory Dwelling Unit,145.5150684931507
467,2011-12-05,Accessory Dwelling Unit,145.5150684931507
468,2011-12-06,Accessory Dwelling Unit,143.72328767123287
469,2011-12-07,Accessory Dwelling Unit,143.72328767123287
470,2011-12-08,Accessory Dwelling Unit,145.7780821917808
471,2011-12-09,Accessory Dwelling Unit,141.94246575342467
472,2011-12-12,Accessory Dwelling Unit,141.94246575342467
473,2011-12-13,Accessory Dwelling Unit,141.94246575342467
474,2011-12-14,Accessory Dwelling Unit,141.94246575342467
475,2011-12-15,Accessory Dwelling Unit,143.5205479452055
476,2011-12-16,Accessory Dwelling Unit,137.586301369863
477,2011-12-20,Accessory Dwelling Unit,137.586301369863
478,2011-12-21,Accessory Dwelling Unit,137.586301369863
479,2011-12-22,Accessory Dwelling Unit,139.6876712328767
480,2011-12-23,Accessory Dwelling Unit,139.6876712328767
481,2011-12-27,Accessory Dwelling Unit,139.6876712328767
482,2011-12-28,Accessory Dwelling Unit,140.64109589041095
483,2011-12-30,Accessory Dwelling Unit,140.64109589041095
484,2012-01-03,Accessory Dwelling Unit,140.64109589041095
485,2012-01-04,Accessory Dwelling Unit,139.58904109589042
486,2012-01-05,Accessory Dwelling Unit,139.58904109589042
487,2012-01-06,Accessory Dwelling Unit,139.58904109589042
488,2012-01-09,Accessory Dwelling Unit,139.58904109589042
489,2012-01-10,Accessory Dwelling Unit,139.58904109589042
490,2012-01-11,Accessory Dwelling Unit,139.58904109589042
491,2012-01-12,Accessory Dwelling Unit,139.58904109589042
492,2012-01-13,Accessory Dwelling Unit,139.58904109589042
493,2012-01-17,Accessory Dwelling Unit,139.58904109589042
494,2012-01-18,Accessory Dwelling Unit,139.58904109589042
495,2012-01-19,Accessory Dwelling Unit,139.58904109589042
496,2012-01-20,Accessory Dwelling Unit,139.58904109589042
497,2012-01-23,Accessory Dwelling Unit,139.58904109589042
498,2012-01-24,Accessory Dwelling Unit,139.58904109589042
499,2012-01-25,Accessory Dwelling Unit,139.58904109589042
500,2012-01-26,Accessory Dwelling Unit,139.58904109589042
501,2012-01-27,Accessory Dwelling Unit,139.58904109589042
502,2012-01-30,Accessory Dwelling Unit,139.58904109589042
503,2012-01-31,Accessory Dwelling Unit,139.58904109589042
504,2012-02-01,Accessory Dwelling Unit,131.07123287671232
505,2012-02-02,Accessory Dwelling Unit,128.05205479452056
506,2012-02-03,Accessory Dwelling Unit,128.05205479452056
507,2012-02-06,Accessory Dwelling Unit,128.05205479452056
508,2012-02-07,Accessory Dwelling Unit,126.05205479452054
509,2012-02-08,Accessory Dwelling Unit,125.13972602739726
510,2012-02-09,Accessory Dwelling Unit,125.13972602739726
511,2012-02-10,Accessory Dwelling Unit,125.13972602739726
512,2012-02-13,Accessory Dwelling Unit,128.15342465753426
513,2012-02-14,Accessory Dwelling Unit,131.53972602739725
514,2012-02-15,Accessory Dwelling Unit,129.8904109589041
515,2012-02-16,Accessory Dwelling Unit,131.83835616438355
516,2012-02-17,Accessory Dwelling Unit,131.83835616438355
517,2012-02-21,Accessory Dwelling Unit,131.83835616438355
518,2012-02-22,Accessory Dwelling Unit,131.83835616438355
519,2012-02-23,Accessory Dwelling Unit,133.29041095890412
520,2012-02-24,Accessory Dwelling Unit,134.8794520547945
521,2012-02-27,Accessory Dwelling Unit,134.8794520547945
522,2012-02-28,Accessory Dwelling Unit,134.8794520547945
523,2012-02-29,Accessory Dwelling Unit,134.8794520547945
524,2012-03-01,Accessory Dwelling Unit,143.15890410958903
525,2012-03-02,Accessory Dwelling Unit,143.15890410958903
526,2012-03-05,Accessory Dwelling Unit,143.15890410958903
527,2012-03-06,Accessory Dwelling Unit,141.51780821917808
528,2012-03-07,Accessory Dwelling Unit,141.51780821917808
529,2012-03-08,Accessory Dwelling Unit,140.14794520547946
530,2012-03-09,Accessory Dwelling Unit,140.9808219178082
531,2012-03-12,Accessory Dwelling Unit,140.9808219178082
532,2012-03-13,Accessory Dwelling Unit,140.9808219178082
533,2012-03-14,Accessory Dwelling Unit,140.9808219178082
534,2012-03-15,Accessory Dwelling Unit,138.44931506849315
535,2012-03-16,Accessory Dwelling Unit,138.44931506849315
536,2012-03-19,Accessory Dwelling Unit,138.44931506849315
537,2012-03-20,Accessory Dwelling Unit,138.44931506849315
538,2012-03-21,Accessory Dwelling Unit,138.44931506849315
539,2012-03-22,Accessory Dwelling Unit,136.02739726027397
540,2012-03-23,Accessory Dwelling Unit,136.02739726027397
541,2012-03-26,Accessory Dwelling Unit,136.02739726027397
542,2012-03-27,Accessory Dwelling Unit,136.02739726027397
543,2012-03-28,Accessory Dwelling Unit,136.02739726027397
544,2012-03-29,Accessory Dwelling Unit,136.02739726027397
545,2012-03-30,Accessory Dwelling Unit,133.39178082191782
546,2012-04-03,Accessory Dwelling Unit,133.39178082191782
547,2012-04-04,Accessory Dwelling Unit,136.986301369863
548,2012-04-05,Accessory Dwelling Unit,134.3835616438356
549,2012-04-06,Accessory Dwelling Unit,133.6164383561644
550,2012-04-09,Accessory Dwelling Unit,133.6164383561644
551,2012-04-10,Accessory Dwelling Unit,133.6164383561644
552,2012-04-11,Accessory Dwelling Unit,133.6164383561644
553,2012-04-12,Accessory Dwelling Unit,133.6164383561644
554,2012-04-13,Accessory Dwelling Unit,133.6164383561644
555,2012-04-16,Accessory Dwelling Unit,133.6164383561644
556,2012-04-17,Accessory Dwelling Unit,133.6164383561644
557,2012-04-18,Accessory Dwelling Unit,133.6164383561644
558,2012-04-19,Accessory Dwelling Unit,133.6164383561644
559,2012-04-20,Accessory Dwelling Unit,133.6164383561644
560,2012-04-23,Accessory Dwelling Unit,133.6164383561644
561,2012-04-24,Accessory Dwelling Unit,133.6164383561644
562,2012-04-25,Accessory Dwelling Unit,133.6164383561644
563,2012-04-26,Accessory Dwelling Unit,132.586301369863
564,2012-04-27,Accessory Dwelling Unit,132.586301369863
565,2012-04-30,Accessory Dwelling Unit,132.586301369863
566,2012-05-01,Accessory Dwelling Unit,132.54520547945205
567,2012-05-02,Accessory Dwelling Unit,135.05479452054794
568,2012-05-03,Accessory Dwelling Unit,135.05479452054794
569,2012-05-04,Accessory Dwelling Unit,134.67123287671234
570,2012-05-08,Accessory Dwelling Unit,137.54794520547946
571,2012-05-09,Accessory Dwelling Unit,142.2986301369863
572,2012-05-10,Accessory Dwelling Unit,142.2986301369863
573,2012-05-11,Accessory Dwelling Unit,143.1205479452055
574,2012-05-15,Accessory Dwelling Unit,144.81095890410958
575,2012-05-16,Accessory Dwelling Unit,144.81095890410958
576,2012-05-17,Accessory Dwelling Unit,144.81095890410958
