date,new_units_backlog_rolling_year
2011-08-02,4.676724137931035
2011-08-03,4.681034482758621
2011-08-04,4.689655172413793
2011-08-05,4.702586206896552
2011-08-06,4.705627705627705
2011-08-07,4.705627705627705
2011-08-08,4.706896551724138
2011-08-09,4.690987124463519
2011-08-10,4.703862660944206
2011-08-11,4.686695278969957
2011-08-12,4.686695278969957
2011-08-13,4.642241379310345
2011-08-14,4.642241379310345
2011-08-15,4.642241379310345
2011-08-16,4.626609442060086
2011-08-17,4.643776824034335
2011-08-18,4.669527896995708
2011-08-19,4.669527896995708
2011-08-20,4.668103448275862
2011-08-21,4.668103448275862
2011-08-22,4.668103448275862
2011-08-23,5.4334763948497855
2011-08-24,5.4334763948497855
2011-08-25,5.450643776824034
2011-08-26,5.4334763948497855
2011-08-27,5.431034482758621
2011-08-28,5.431034482758621
2011-08-29,5.431034482758621
2011-08-30,5.456896551724138
2011-08-31,5.443965517241379
2011-09-01,5.426724137931035
2011-09-02,5.439655172413793
2011-09-03,5.441558441558442
2011-09-04,5.441558441558442
2011-09-05,5.441558441558442
2011-09-06,5.426724137931035
2011-09-07,5.431034482758621
2011-09-08,5.431034482758621
2011-09-09,5.431034482758621
2011-09-10,5.454545454545454
2011-09-11,5.454545454545454
2011-09-12,5.448275862068965
2011-09-13,5.435344827586207
2011-09-14,5.413793103448276
2011-09-15,5.439655172413793
2011-09-16,5.568965517241379
2011-09-17,5.562770562770563
2011-09-18,5.562770562770563
2011-09-19,5.562770562770563
2011-09-20,5.541125541125541
2011-09-21,5.541125541125541
2011-09-22,5.536796536796537
2011-09-23,5.558441558441558
2011-09-24,5.582608695652174
2011-09-25,5.582608695652174
2011-09-26,5.6103896103896105
2011-09-27,5.594827586206897
2011-09-28,5.599137931034483
2011-09-29,5.271551724137931
2011-09-30,5.2844827586206895
2011-10-01,5.29004329004329
2011-10-02,5.29004329004329
2011-10-03,5.29004329004329
2011-10-04,5.112554112554113
2011-10-05,5.125541125541125
2011-10-06,5.116883116883117
2011-10-07,5.12987012987013
2011-10-08,5.139130434782609
2011-10-09,5.139130434782609
2011-10-10,5.139130434782609
2011-10-11,5.116883116883117
2011-10-12,5.138528138528138
2011-10-13,5.121212121212121
2011-10-14,5.147186147186147
2011-10-15,5.1521739130434785
2011-10-16,5.1521739130434785
2011-10-17,5.12987012987013
2011-10-18,5.134199134199134
2011-10-19,5.16017316017316
2011-10-20,5.147186147186147
2011-10-21,5.16017316017316
2011-10-22,5.165217391304348
2011-10-23,5.165217391304348
2011-10-24,5.142857142857143
2011-10-25,5.120689655172414
2011-10-26,5.107758620689655
2011-10-27,5.107758620689655
2011-10-28,5.099137931034483
2011-10-29,5.116883116883117
2011-10-30,5.116883116883117
2011-10-31,5.103448275862069
2011-11-01,5.099137931034483
2011-11-02,5.094827586206897
2011-11-03,5.099137931034483
2011-11-04,5.103448275862069
2011-11-05,5.090909090909091
2011-11-06,5.090909090909091
2011-11-07,5.073275862068965
2011-11-08,5.051502145922747
2011-11-09,5.32618025751073
2011-11-10,5.351931330472103
2011-11-11,5.351931330472103
2011-11-12,5.353448275862069
2011-11-13,5.353448275862069
2011-11-14,5.353448275862069
2011-11-15,5.334763948497854
2011-11-16,5.390557939914163
2011-11-17,5.370689655172414
2011-11-18,5.370689655172414
2011-11-19,5.3896103896103895
2011-11-20,5.3896103896103895
2011-11-21,5.3896103896103895
2011-11-22,5.3826086956521735
2011-11-23,5.391304347826087
2011-11-24,5.414847161572053
2011-11-25,5.414847161572053
2011-11-26,5.414847161572053
2011-11-27,5.414847161572053
2011-11-28,5.4
2011-11-29,5.395652173913043
2011-11-30,5.3852813852813854
2011-12-01,5.404347826086957
2011-12-02,5.4
2011-12-03,5.419213973799127
2011-12-04,5.419213973799127
2011-12-05,5.404347826086957
2011-12-06,5.660869565217391
2011-12-07,6.008695652173913
2011-12-08,6.008695652173913
2011-12-09,6.021739130434782
2011-12-10,6.043668122270742
2011-12-11,6.043668122270742
2011-12-12,6.021739130434782
2011-12-13,6.026086956521739
2011-12-14,6.026086956521739
2011-12-15,6.030434782608696
2011-12-16,6.034782608695652
2011-12-17,6.06113537117904
2011-12-18,6.06113537117904
2011-12-19,6.052173913043478
2011-12-20,6.256521739130434
2011-12-21,6.256521739130434
2011-12-22,6.273913043478261
2011-12-23,6.278260869565218
2011-12-24,6.278260869565218
2011-12-25,6.278260869565218
2011-12-26,6.278260869565218
2011-12-27,6.278260869565218
2011-12-28,6.3
2011-12-29,6.369565217391305
2011-12-30,6.354978354978355
2011-12-31,6.354978354978355
2012-01-01,6.354978354978355
2012-01-02,6.354978354978355
2012-01-03,6.363636363636363
2012-01-04,6.35064935064935
2012-01-05,6.35064935064935
2012-01-06,6.367965367965368
2012-01-07,6.3826086956521735
2012-01-08,6.3826086956521735
2012-01-09,6.359307359307359
2012-01-10,6.341991341991342
2012-01-11,6.337662337662338
2012-01-12,6.346320346320346
2012-01-13,6.363636363636363
2012-01-14,6.3652173913043475
2012-01-15,6.3652173913043475
2012-01-16,6.3652173913043475
2012-01-17,6.3652173913043475
2012-01-18,6.393013100436681
2012-01-19,6.406113537117904
2012-01-20,6.406113537117904
2012-01-21,6.337719298245614
2012-01-22,6.337719298245614
2012-01-23,6.310043668122271
2012-01-24,6.296943231441048
2012-01-25,6.877729257641922
2012-01-26,6.851528384279476
2012-01-27,6.864628820960698
2012-01-28,6.894736842105263
2012-01-29,6.894736842105263
2012-01-30,6.868995633187773
2012-01-31,6.864628820960698
2012-02-01,6.834061135371179
2012-02-02,6.847161572052402
2012-02-03,6.847161572052402
2012-02-04,6.87280701754386
2012-02-05,6.87280701754386
2012-02-06,6.87280701754386
2012-02-07,6.842794759825328
2012-02-08,6.842105263157895
2012-02-09,6.834061135371179
2012-02-10,6.82532751091703
2012-02-11,6.837719298245614
2012-02-12,6.837719298245614
2012-02-13,6.837719298245614
2012-02-14,6.816593886462882
2012-02-15,6.908296943231441
2012-02-16,6.9126637554585155
2012-02-17,7.008733624454148
2012-02-18,7.035087719298246
2012-02-19,7.035087719298246
2012-02-20,7.035087719298246
2012-02-21,7.0174672489082965
2012-02-22,6.943231441048035
2012-02-23,6.930131004366812
2012-02-24,6.930131004366812
2012-02-25,6.956140350877193
2012-02-26,6.956140350877193
2012-02-27,6.925764192139738
2012-02-28,6.91703056768559
2012-02-29,6.93886462882096
2012-03-01,6.93886462882096
2012-03-02,7.401746724890829
2012-03-03,7.421052631578948
2012-03-04,7.421052631578948
2012-03-05,7.388646288209607
2012-03-06,7.388646288209607
2012-03-07,7.379912663755459
2012-03-08,7.419213973799127
2012-03-09,7.572052401746725
2012-03-10,7.592105263157895
2012-03-11,7.592105263157895
2012-03-12,7.572052401746725
2012-03-13,7.543478260869565
2012-03-14,7.552173913043478
2012-03-15,7.547826086956522
2012-03-16,7.591304347826087
2012-03-17,7.602620087336245
2012-03-18,7.602620087336245
2012-03-19,7.578260869565217
2012-03-20,7.543478260869565
2012-03-21,7.543478260869565
2012-03-22,7.543478260869565
2012-03-23,7.630434782608695
2012-03-24,7.655021834061135
2012-03-25,7.655021834061135
2012-03-26,7.630434782608695
2012-03-27,7.639130434782609
2012-03-28,7.647826086956521
2012-03-29,7.6521739130434785
2012-03-30,7.647826086956521
2012-03-31,7.668122270742358
2012-04-01,7.668122270742358
2012-04-02,7.943478260869565
2012-04-03,7.939130434782609
2012-04-04,7.947826086956522
2012-04-05,7.947826086956522
2012-04-06,7.952173913043478
2012-04-07,7.986899563318778
2012-04-08,7.986899563318778
2012-04-09,7.952173913043478
2012-04-10,7.935064935064935
2012-04-11,7.770562770562771
2012-04-12,7.783549783549783
2012-04-13,7.779220779220779
2012-04-14,7.8130434782608695
2012-04-15,7.8130434782608695
2012-04-16,7.8311688311688314
2012-04-17,7.8354978354978355
2012-04-18,7.878787878787879
2012-04-19,7.891774891774892
2012-04-20,8.125541125541126
2012-04-21,8.160869565217391
2012-04-22,8.160869565217391
2012-04-23,8.160869565217391
2012-04-24,8.160869565217391
2012-04-25,8.169565217391304
2012-04-26,8.165217391304347
2012-04-27,8.195652173913043
2012-04-28,8.14410480349345
2012-04-29,8.14410480349345
2012-04-30,8.108695652173912
2012-05-01,8.095652173913043
2012-05-02,8.369565217391305
2012-05-03,8.365217391304348
2012-05-04,8.4
2012-05-05,8.43231441048035
2012-05-06,8.43231441048035
2012-05-07,8.395652173913044
2012-05-08,8.363636363636363
2012-05-09,8.428571428571429
2012-05-10,8.458874458874458
2012-05-11,8.454545454545455
2012-05-12,8.491304347826087
2012-05-13,8.491304347826087
2012-05-14,8.818181818181818
2012-05-15,8.78448275862069
2012-05-16,8.788793103448276
2012-05-17,8.767241379310345
2012-05-18,8.926724137931034
2012-05-19,8.965367965367966
2012-05-20,8.965367965367966
2012-05-21,8.956896551724139
2012-05-22,8.969827586206897
2012-05-23,9.14655172413793
2012-05-24,9.310344827586206
2012-05-25,9.525862068965518
2012-05-26,9.567099567099566
2012-05-27,9.567099567099566
2012-05-28,9.567099567099566
2012-05-29,9.525862068965518
2012-05-30,9.560344827586206
2012-05-31,9.288793103448276
2012-06-01,10.043103448275861
2012-06-02,10.086580086580087
2012-06-03,10.086580086580087
2012-06-04,10.130434782608695
2012-06-05,10.130434782608695
2012-06-06,10.139130434782608
2012-06-07,10.165217391304347
2012-06-08,9.565217391304348
2012-06-09,9.56768558951965
2012-06-10,9.56768558951965
2012-06-11,9.56768558951965
2012-06-12,9.530434782608696
2012-06-13,9.543478260869565
2012-06-14,9.565217391304348
2012-06-15,9.578260869565218
2012-06-16,9.620087336244541
2012-06-17,9.620087336244541
2012-06-18,9.578260869565218
2012-06-19,9.682608695652174
2012-06-20,9.695652173913043
2012-06-21,9.695652173913043
2012-06-22,9.71304347826087
2012-06-23,9.737991266375547
2012-06-24,9.737991266375547
2012-06-25,9.737991266375547
2012-06-26,9.943231441048034
2012-06-27,10.096069868995633
2012-06-28,10.213973799126638
2012-06-29,10.157205240174672
2012-06-30,10.162280701754385
2012-07-01,10.162280701754385
2012-07-02,10.20524017467249
2012-07-03,10.160869565217391
2012-07-04,10.20524017467249
2012-07-05,10.248908296943231
2012-07-06,10.266375545851528
2012-07-07,10.232456140350877
2012-07-08,10.232456140350877
2012-07-09,10.192139737991265
2012-07-10,10.200873362445416
2012-07-11,10.22707423580786
2012-07-12,10.2
2012-07-13,10.208695652173914
2012-07-14,10.253275109170305
2012-07-15,10.253275109170305
2012-07-16,10.253275109170305
2012-07-17,10.240174672489083
2012-07-18,10.314410480349345
2012-07-19,10.336244541484715
2012-07-20,10.336244541484715
2012-07-21,10.368421052631579
2012-07-22,10.368421052631579
2012-07-23,10.323144104803493
2012-07-24,10.327510917030567
2012-07-25,10.327510917030567
2012-07-26,10.406113537117903
2012-07-27,10.537117903930131
2012-07-28,10.56578947368421
2012-07-29,10.56578947368421
2012-07-30,10.519650655021834
2012-07-31,10.532751091703057
2012-08-01,10.524017467248909
2012-08-02,10.541484716157205
2012-08-03,10.54585152838428
2012-08-04,10.578947368421053
2012-08-05,10.578947368421053
2012-08-06,10.578947368421053
2012-08-07,10.596491228070175
2012-08-08,10.592105263157896
2012-08-09,10.583333333333334
2012-08-10,10.609649122807017
2012-08-11,10.656387665198238
2012-08-12,10.656387665198238
2012-08-13,10.614035087719298
2012-08-14,10.589519650655022
2012-08-15,10.589519650655022
2012-08-16,10.572052401746724
2012-08-17,10.685589519650655
2012-08-18,10.728070175438596
2012-08-19,10.728070175438596
2012-08-20,10.728070175438596
2012-08-21,10.681222707423581
2012-08-22,9.921397379912664
2012-08-23,9.921397379912664
2012-08-24,9.908296943231441
2012-08-25,9.951754385964913
2012-08-26,9.951754385964913
2012-08-27,9.93886462882096
2012-08-28,9.895652173913044
2012-08-29,9.878260869565217
2012-08-30,9.895652173913044
2012-08-31,9.908695652173913
2012-09-01,9.93886462882096
2012-09-02,9.93886462882096
2012-09-03,9.93886462882096
2012-09-04,9.93886462882096
2012-09-05,9.934497816593886
2012-09-06,9.930131004366812
2012-09-07,10.139737991266376
2012-09-08,10.18421052631579
2012-09-09,10.18421052631579
2012-09-10,10.196506550218341
2012-09-11,10.209606986899564
2012-09-12,10.20524017467249
2012-09-13,10.213973799126638
2012-09-14,10.20524017467249
2012-09-15,10.105263157894736
2012-09-16,10.105263157894736
2012-09-17,10.06113537117904
2012-09-18,10.056521739130435
2012-09-19,10.056521739130435
2012-09-20,10.265217391304347
2012-09-21,10.304347826086957
2012-09-22,10.327510917030567
2012-09-23,10.327510917030567
2012-09-24,10.304347826086957
2012-09-25,10.591304347826087
2012-09-26,10.595652173913043
2012-09-27,10.595652173913043
2012-09-28,10.708695652173914
2012-09-29,10.74235807860262
2012-09-30,10.74235807860262
2012-10-01,10.717391304347826
2012-10-02,10.714285714285714
2012-10-03,10.756521739130434
2012-10-04,10.769565217391305
2012-10-05,10.778260869565218
2012-10-06,10.807860262008735
2012-10-07,10.807860262008735
2012-10-08,10.807860262008735
2012-10-09,10.769565217391305
2012-10-10,11.747826086956522
2012-10-11,11.73913043478261
2012-10-12,11.765217391304347
2012-10-13,11.790393013100436
2012-10-14,11.790393013100436
2012-10-15,11.73913043478261
2012-10-16,11.778260869565218
2012-10-17,11.773913043478261
2012-10-18,11.765217391304347
2012-10-19,11.78695652173913
2012-10-20,11.825327510917031
2012-10-21,11.825327510917031
2012-10-22,11.825327510917031
2012-10-23,11.842794759825328
2012-10-24,11.85589519650655
2012-10-25,11.864628820960698
2012-10-26,11.947598253275109
2012-10-27,11.991228070175438
2012-10-28,11.991228070175438
2012-10-29,11.93886462882096
2012-10-30,12.541484716157205
2012-10-31,12.733624454148472
2012-11-01,12.759825327510917
2012-11-02,13.279475982532752
2012-11-03,13.320175438596491
2012-11-04,13.320175438596491
2012-11-05,13.320175438596491
2012-11-06,14.06140350877193
2012-11-07,14.263157894736842
2012-11-08,14.00438596491228
2012-11-09,13.978070175438596
2012-11-10,13.978070175438596
2012-11-11,13.978070175438596
2012-11-12,13.978070175438596
2012-11-13,13.956331877729257
2012-11-14,13.951965065502183
2012-11-15,13.91703056768559
2012-11-16,14.082608695652175
2012-11-17,14.117903930131005
2012-11-18,14.117903930131005
2012-11-19,14.117903930131005
2012-11-20,14.308695652173913
2012-11-21,14.264069264069263
2012-11-22,14.308695652173913
2012-11-23,14.308695652173913
2012-11-24,14.308695652173913
2012-11-25,14.308695652173913
2012-11-26,14.2987012987013
2012-11-27,14.29004329004329
2012-11-28,14.367965367965368
2012-11-29,14.372294372294371
2012-11-30,14.344827586206897
2012-12-01,14.406926406926408
2012-12-02,14.406926406926408
2012-12-03,14.357758620689655
2012-12-04,14.806034482758621
2012-12-05,14.547413793103448
2012-12-06,14.306034482758621
2012-12-07,14.331896551724139
2012-12-08,14.314655172413794
2012-12-09,14.314655172413794
2012-12-10,14.253218884120171
2012-12-11,14.257510729613735
2012-12-12,14.257510729613735
2012-12-13,14.261802575107296
2012-12-14,14.399141630901287
2012-12-15,14.456896551724139
2012-12-16,14.456896551724139
2012-12-17,14.394849785407725
2012-12-18,14.3862660944206
2012-12-19,14.214592274678111
2012-12-20,14.214592274678111
2012-12-21,14.506437768240342
2012-12-22,14.564655172413794
2012-12-23,14.564655172413794
2012-12-24,14.50214592274678
2012-12-25,14.50214592274678
2012-12-26,14.465811965811966
2012-12-27,14.506437768240342
2012-12-28,14.46351931330472
2012-12-29,14.512931034482758
2012-12-30,14.512931034482758
2012-12-31,14.512931034482758
2013-01-01,14.512931034482758
2013-01-02,14.508620689655173
2013-01-03,14.517241379310345
2013-01-04,14.89655172413793
2013-01-05,14.943722943722944
2013-01-06,14.943722943722944
2013-01-07,14.879310344827585
2013-01-08,14.879310344827585
2013-01-09,14.879310344827585
2013-01-10,14.900862068965518
2013-01-11,14.90948275862069
2013-01-12,14.956709956709958
2013-01-13,14.956709956709958
2013-01-14,14.956709956709958
2013-01-15,14.956896551724139
2013-01-16,14.901287553648068
2013-01-17,14.837606837606838
2013-01-18,14.871794871794872
2013-01-19,14.927038626609441
2013-01-20,14.863247863247864
2013-01-21,14.863247863247864
2013-01-22,14.863247863247864
2013-01-23,14.88034188034188
2013-01-24,14.32905982905983
2013-01-25,14.32905982905983
2013-01-26,14.373390557939913
2013-01-27,14.373390557939913
2013-01-28,14.333333333333334
2013-01-29,14.346153846153847
2013-01-30,14.35897435897436
2013-01-31,14.38034188034188
2013-02-01,14.384615384615385
2013-02-02,14.38034188034188
2013-02-03,14.38034188034188
2013-02-04,14.319148936170214
2013-02-05,14.309322033898304
2013-02-06,14.322033898305085
2013-02-07,14.270042194092827
2013-02-08,14.341772151898734
2013-02-09,14.398305084745763
2013-02-10,14.398305084745763
2013-02-11,14.341772151898734
2013-02-12,14.281512605042018
2013-02-13,14.333333333333334
2013-02-14,14.227848101265822
2013-02-15,14.244725738396625
2013-02-16,14.190677966101696
2013-02-17,14.190677966101696
2013-02-18,14.190677966101696
2013-02-19,14.223628691983123
2013-02-20,14.271186440677965
2013-02-21,14.245762711864407
2013-02-22,14.245762711864407
2013-02-23,14.28936170212766
2013-02-24,14.28936170212766
2013-02-25,14.245762711864407
2013-02-26,14.296610169491526
2013-02-27,14.30084745762712
2013-02-28,14.775423728813559
2013-03-01,14.80084745762712
2013-03-02,14.275423728813559
2013-03-03,14.275423728813559
2013-03-04,14.275423728813559
2013-03-05,14.275423728813559
2013-03-06,14.283898305084746
2013-03-07,15.173728813559322
2013-03-08,15.14406779661017
2013-03-09,15.042553191489361
2013-03-10,15.042553191489361
2013-03-11,15.042553191489361
2013-03-12,15.05531914893617
2013-03-13,15.059574468085106
2013-03-14,15.076595744680851
2013-03-15,15.093617021276597
2013-03-16,15.115384615384615
2013-03-17,15.115384615384615
2013-03-18,15.115384615384615
2013-03-19,15.132478632478632
2013-03-20,15.252136752136753
2013-03-21,15.264957264957266
2013-03-22,15.867521367521368
2013-03-23,15.82832618025751
2013-03-24,15.82832618025751
2013-03-25,15.760683760683762
2013-03-26,15.752136752136753
2013-03-27,15.743589743589743
2013-03-28,15.773504273504274
2013-03-29,15.790598290598291
2013-03-30,15.841201716738198
2013-03-31,15.841201716738198
2013-04-01,16.0982905982906
2013-04-02,15.7991452991453
2013-04-03,16.555555555555557
2013-04-04,16.564102564102566
2013-04-05,16.576923076923077
2013-04-06,16.626609442060087
2013-04-07,16.626609442060087
2013-04-08,16.626609442060087
2013-04-09,16.99570815450644
2013-04-10,16.978540772532188
2013-04-11,16.99570815450644
2013-04-12,17.0
2013-04-13,17.060344827586206
2013-04-14,17.060344827586206
2013-04-15,17.060344827586206
2013-04-16,17.00862068965517
2013-04-17,17.426724137931036
2013-04-18,17.370689655172413
2013-04-19,17.650862068965516
2013-04-20,17.48917748917749
2013-04-21,17.48917748917749
2013-04-22,17.48917748917749
2013-04-23,17.504310344827587
2013-04-24,17.504310344827587
2013-04-25,17.603448275862068
2013-04-26,17.61637931034483
2013-04-27,17.662337662337663
2013-04-28,17.662337662337663
2013-04-29,17.586206896551722
2013-04-30,17.620689655172413
2013-05-01,17.66810344827586
2013-05-02,17.405172413793103
2013-05-03,17.426724137931036
2013-05-04,17.392241379310345
2013-05-05,17.392241379310345
2013-05-06,17.392241379310345
2013-05-07,17.400862068965516
2013-05-08,17.413793103448278
2013-05-09,17.349137931034484
2013-05-10,17.344827586206897
2013-05-11,17.406926406926406
2013-05-12,17.406926406926406
2013-05-13,17.336206896551722
2013-05-14,17.45689655172414
2013-05-15,17.560344827586206
2013-05-16,17.61637931034483
2013-05-17,17.801724137931036
2013-05-18,17.714285714285715
2013-05-19,17.714285714285715
2013-05-20,17.714285714285715
2013-05-21,17.692640692640694
2013-05-22,17.71861471861472
2013-05-23,17.571428571428573
2013-05-24,18.164502164502164
2013-05-25,18.0
2013-05-26,18.0
2013-05-27,18.0
2013-05-28,17.96969696969697
2013-05-29,17.995670995670995
2013-05-30,17.99134199134199
2013-05-31,18.0
2013-06-01,17.282608695652176
2013-06-02,17.282608695652176
2013-06-03,17.216450216450216
2013-06-04,17.16810344827586
2013-06-05,17.19396551724138
2013-06-06,17.198275862068964
2013-06-07,17.20689655172414
2013-06-08,17.19047619047619
2013-06-09,17.19047619047619
2013-06-10,17.19047619047619
2013-06-11,17.189655172413794
2013-06-12,17.20689655172414
2013-06-13,17.211206896551722
2013-06-14,17.245689655172413
2013-06-15,17.307359307359306
2013-06-16,17.307359307359306
2013-06-17,17.25
2013-06-18,17.288793103448278
2013-06-19,17.15948275862069
2013-06-20,17.146551724137932
2013-06-21,17.163793103448278
2013-06-22,17.146551724137932
2013-06-23,17.146551724137932
2013-06-24,17.07296137339056
2013-06-25,17.021367521367523
2013-06-26,16.965811965811966
2013-06-27,16.77777777777778
2013-06-28,17.39316239316239
2013-06-29,17.30901287553648
2013-06-30,17.30901287553648
2013-07-01,17.252136752136753
2013-07-02,17.29059829059829
2013-07-03,17.354700854700855
2013-07-04,17.354700854700855
2013-07-05,17.316239316239315
2013-07-06,17.373390557939913
2013-07-07,17.373390557939913
2013-07-08,17.303418803418804
2013-07-09,17.303418803418804
2013-07-10,17.34188034188034
2013-07-11,17.333333333333332
2013-07-12,17.354700854700855
2013-07-13,17.416309012875537
2013-07-14,17.34188034188034
2013-07-15,17.34188034188034
2013-07-16,17.28936170212766
2013-07-17,17.293617021276596
2013-07-18,17.217021276595744
2013-07-19,17.204255319148935
2013-07-20,17.187234042553193
